"name","kingdom","class","phylum","scientificName","family","species","order","genus","yearPublished","populationTrend","biogeographicalRealms","systems","scopes","lastAssessed","estimatedPopulation","threats","habitats"
"Camilla's Saddle Bush-cricket","animalia","insecta","arthropoda","Ephippiger camillae","tettigoniidae","camillae","orthoptera","ephippiger",2016,"Decreasing","Palearctic","Terrestrial","Global;Europe;Mediterranean","17 May 2015",NA,"","Unknown"
NA,"animalia","gastropoda","mollusca","Madgeaconcha sevathiani","cyclophoridae","sevathiani","architaenioglossa","madgeaconcha",2014,"Decreasing","Afrotropical","Terrestrial","Global","12 December 2013",NA,"Biological resource use","Forest"
"Ornate Shovel-snout","animalia","reptilia","chordata","Prosymna ornatissima","prosymnidae","ornatissima","squamata","prosymna",2015,"Unknown","Afrotropical","Terrestrial","Global","25 January 2014",NA,"Agriculture & aquaculture;Biological resource use","Forest;Artificial/Terrestrial"
"Fer's Marbled Bush-cricket","animalia","insecta","arthropoda","Eupholidoptera feri","tettigoniidae","feri","orthoptera","eupholidoptera",2016,"Decreasing","Palearctic","Terrestrial","Global;Europe;Mediterranean","06 April 2015",NA,"Agriculture & aquaculture;Natural system modifications","Shrubland"
"Malabar Civet","animalia","mammalia","chordata","Viverra civettina","viverridae","civettina","carnivora","viverra",2016,"Decreasing","Indomalayan","Terrestrial","Global","03 March 2015",249,"Agriculture & aquaculture;Energy production & mining;Biological resource use","Forest;Wetlands (inland);Artificial/Terrestrial"
"Razorback Sucker","animalia","actinopterygii","chordata","Xyrauchen texanus","catostomidae","texanus","cypriniformes","xyrauchen",2013,"Decreasing","Nearctic","Freshwater (=Inland waters)","Global","12 April 2012",NA,"Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
NA,"animalia","actinopterygii","chordata","Speoplatyrhinus poulsoni","amblyopsidae","poulsoni","percopsiformes","speoplatyrhinus",2013,"Stable","Nearctic","Freshwater (=Inland waters)","Global","12 April 2012",NA,"Human intrusions & disturbance;Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Mount Namuli Pygmy Chameleon","animalia","reptilia","chordata","Rhampholeon tilburyi","chamaeleonidae","tilburyi","squamata","rhampholeon",2014,"Decreasing","Afrotropical","Terrestrial","Global","13 August 2014",NA,"Agriculture & aquaculture;Biological resource use;Natural system modifications","Forest;Artificial/Terrestrial"
"Mount Inago Pygmy Chameleon","animalia","reptilia","chordata","Rhampholeon bruessoworum","chamaeleonidae","bruessoworum","squamata","rhampholeon",2014,"Decreasing","Afrotropical","Terrestrial","Global","13 August 2014",NA,"Agriculture & aquaculture;Biological resource use;Natural system modifications","Forest"
NA,"animalia","actinopterygii","chordata","Ptychochromis insolitus","cichlidae","insolitus","perciformes","ptychochromis",2016,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global","27 June 2016",NA,"Biological resource use;Natural system modifications;Invasive and other problematic species, genes & diseases","Wetlands (inland)"
"Gigante Wrinkled Ground Frog","animalia","amphibia","chordata","Platymantis insulatus","ceratobatrachidae","insulatus","anura","platymantis",2018,"Decreasing","Indomalayan","Terrestrial","Global","23 May 2017",NA,"Residential & commercial development;Agriculture & aquaculture;Energy production & mining;Biological resource use","Forest;Rocky areas (eg. inland cliffs, mountain peaks);Caves and Subterranean Habitats (non-aquatic)"
"Rabino's Tree Iguana","animalia","reptilia","chordata","Liolaemus rabinoi","liolaemidae","rabinoi","squamata","liolaemus",2016,"Decreasing","Neotropical","Terrestrial","Global","12 November 2014",NA,"Energy production & mining;Human intrusions & disturbance","Desert"
"Trueb's Cochran Frog","animalia","amphibia","chordata","Nymphargus truebae","centrolenidae","truebae","anura","nymphargus",2017,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","18 April 2017",NA,"Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
"Estuarine Pipefish","animalia","actinopterygii","chordata","Syngnathus watermeyeri","syngnathidae","watermeyeri","syngnathiformes","syngnathus",2017,"Decreasing","Afrotropical","Freshwater (=Inland waters);Marine;Freshwater (=Inland waters) and Marine","Global","25 May 2016",NA,"Natural system modifications;Climate change & severe weather","Marine Neritic"
"Tampolo Giant Pill-Millipede","animalia","diplopoda","arthropoda","Zoosphaerium tampolo","arthrosphaeridae","tampolo","sphaerotheriida","zoosphaerium",2017,"Decreasing","Afrotropical","Terrestrial","Global","10 November 2015",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"Darth Vaders Giant Pill-Millipede","animalia","diplopoda","arthropoda","Zoosphaerium darthvaderi","arthrosphaeridae","darthvaderi","sphaerotheriida","zoosphaerium",2017,"Decreasing","Afrotropical","Terrestrial","Global","11 November 2015",NA,"Agriculture & aquaculture","Forest"
"Blocky Fungus Weevil","animalia","insecta","arthropoda","Homoeodera rotundipennis","anthribidae","rotundipennis","coleoptera","homoeodera",2017,"Decreasing","Afrotropical","Terrestrial","Global","31 March 2017",NA,"Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
"Marsh Giant Pill-Millipede","animalia","diplopoda","arthropoda","Zoosphaerium heleios","arthrosphaeridae","heleios","sphaerotheriida","zoosphaerium",2017,"Decreasing","Afrotropical","Terrestrial","Global","18 December 2015",NA,"Agriculture & aquaculture;Energy production & mining;Biological resource use","Forest;Wetlands (inland)"
"Manombo Giant Pill-Millipede","animalia","diplopoda","arthropoda","Sphaeromimus titanus","arthrosphaeridae","titanus","sphaerotheriida","sphaeromimus",2017,"Decreasing","Afrotropical","Terrestrial","Global","16 December 2015",NA,"Agriculture & aquaculture;Biological resource use;Climate change & severe weather","Forest"
NA,"animalia","mammalia","chordata","Marmosops handleyi","didelphidae","handleyi","didelphimorphia","marmosops",2016,"Decreasing","Neotropical","Terrestrial","Global","05 August 2015",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use","Forest"
"Leadbeater's Possum","animalia","mammalia","chordata","Gymnobelideus leadbeateri","petauridae","leadbeateri","diprotodontia","gymnobelideus",2016,"Decreasing","Australasian","Terrestrial","Global","22 April 2014",NA,"Biological resource use;Natural system modifications;Climate change & severe weather","Forest"
"San Quintin Kangaroo Rat","animalia","mammalia","chordata","Dipodomys gravipes","heteromyidae","gravipes","rodentia","dipodomys",2018,"Unknown","Nearctic","Terrestrial","Global","11 July 2016",NA,"Agriculture & aquaculture","Desert"
"Jambato de Lynch","animalia","amphibia","chordata","Atelopus lynchi","bufonidae","lynchi","anura","atelopus",2018,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","17 July 2016",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases;Pollution","Forest;Wetlands (inland)"
NA,"animalia","amphibia","chordata","Atelopus pastuso","bufonidae","pastuso","anura","atelopus",2018,"Unknown","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","17 July 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Natural system modifications;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Shrubland;Grassland;Wetlands (inland)"
NA,"animalia","reptilia","chordata","Liolaemus cuyumhue","liolaemidae","cuyumhue","squamata","liolaemus",2016,"Unknown","Neotropical","Terrestrial","Global","12 November 2014",NA,"Energy production & mining","Shrubland;Desert"
"Leaping False Brook Salamander","animalia","amphibia","chordata","Pseudoeurycea saltator","plethodontidae","saltator","caudata","pseudoeurycea",2016,"Decreasing","Neotropical","Terrestrial","Global","30 November 2014",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"Surprise Thorius","animalia","amphibia","chordata","Thorius insperatus","plethodontidae","insperatus","caudata","thorius",2016,"Decreasing","Neotropical","Terrestrial","Global","09 September 2014",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use","Forest"
"Peña Verde Salamander","animalia","amphibia","chordata","Pseudoeurycea aurantia","plethodontidae","aurantia","caudata","pseudoeurycea",2016,"Decreasing","Neotropical","Terrestrial","Global","30 November 2014",NA,"Agriculture & aquaculture;Biological resource use;Natural system modifications","Forest"
"Sierra de Juárez Worm Salamander","animalia","amphibia","chordata","Pseudoeurycea orchileucos","plethodontidae","orchileucos","caudata","pseudoeurycea",2016,"Decreasing","Neotropical","Terrestrial","Global","30 November 2014",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use","Forest"
"Aquatic Salamander","animalia","amphibia","chordata","Pseudoeurycea aquatica","plethodontidae","aquatica","caudata","pseudoeurycea",2016,"Decreasing","Neotropical","Freshwater (=Inland waters)","Global","30 November 2014",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Natural system modifications;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
"San Martin Pigmy Salamander","animalia","amphibia","chordata","Thorius narismagnus","plethodontidae","narismagnus","caudata","thorius",2016,"Decreasing","Neotropical","Terrestrial","Global","10 September 2014",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use","Forest"
NA,"animalia","actinopterygii","chordata","Paretroplus dambabe","cichlidae","dambabe","perciformes","paretroplus",2016,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global","24 June 2016",NA,"Biological resource use;Natural system modifications;Invasive and other problematic species, genes & diseases","Wetlands (inland)"
"Reunion Cuckooshrike","animalia","aves","chordata","Lalage newtoni","campephagidae","newtoni","passeriformes","lalage",2016,"Decreasing","Afrotropical","Terrestrial","Global","01 October 2016",66,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Human intrusions & disturbance;Natural system modifications;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest;Shrubland;Artificial/Terrestrial"
"Rück's Blue-flycatcher","animalia","aves","chordata","Cyornis ruckii","muscicapidae","ruckii","passeriformes","cyornis",2016,"Unknown","Indomalayan","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"Alagoas Antwren","animalia","aves","chordata","Myrmotherula snowi","thamnophilidae","snowi","passeriformes","myrmotherula",2016,"Decreasing","Neotropical","Terrestrial","Global","01 October 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Natural system modifications;Climate change & severe weather","Forest"
"Sangihe White-eye","animalia","aves","chordata","Zosterops nehrkorni","zosteropidae","nehrkorni","passeriformes","zosterops",2016,"Decreasing","Oceanian","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
NA,"animalia","amphibia","chordata","Alexteroon jynx","hyperoliidae","jynx","anura","alexteroon",2018,"Decreasing","Afrotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","22 March 2017",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use","Forest;Wetlands (inland)"
NA,"animalia","cephalopoda","mollusca","Opisthoteuthis chathamensis","opisthoteuthidae","chathamensis","octopoda","opisthoteuthis",2014,"Decreasing","Australasian","Marine","Global","20 August 2014",NA,"Biological resource use","Marine Deep Benthic"
NA,"animalia","bivalvia","mollusca","Margaritifera hembeli","margaritiferidae","hembeli","unionoida","margaritifera",2012,"Decreasing","Nearctic","Freshwater (=Inland waters)","Global","05 March 2012",10000,"Energy production & mining;Natural system modifications;Pollution","Wetlands (inland)"
"Suwannee Moccasinshell","animalia","bivalvia","mollusca","Medionidus walkeri","unionidae","walkeri","unionoida","medionidus",2012,"Decreasing","Nearctic","Freshwater (=Inland waters)","Global","05 March 2012",NA,"Residential & commercial development;Energy production & mining;Biological resource use;Natural system modifications;Pollution","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Palaina pupa","diplommatinidae","pupa","architaenioglossa","palaina",2012,"Unknown","Oceanian","Terrestrial","Global","22 August 2011",NA,"Residential & commercial development;Biological resource use","Forest"
NA,"animalia","amphibia","chordata","Guibemantis diphonus","mantellidae","diphonus","anura","guibemantis",2016,"Decreasing","Afrotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","11 March 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Energy production & mining;Biological resource use;Natural system modifications","Wetlands (inland);Artificial/Terrestrial"
NA,"animalia","gastropoda","mollusca","Notharinia sp. nov. 'Khoe La'","pupinidae","sp. nov. 'khoe la'","architaenioglossa","notharinia",2016,"Decreasing","Indomalayan","Terrestrial","Global","12 February 2016",NA,"Energy production & mining","Shrubland;Rocky areas (eg. inland cliffs, mountain peaks);Caves and Subterranean Habitats (non-aquatic)"
"Jamaica Giant Galliwasp","animalia","reptilia","chordata","Celestus occiduus","anguidae","occiduus","squamata","celestus",2017,"Unknown","Neotropical","Terrestrial","Global","21 July 2015",40,"Residential & commercial development;Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
"Atlantic Whitefish","animalia","actinopterygii","chordata","Coregonus huntsmani","salmonidae","huntsmani","salmoniformes","coregonus",2017,"Unknown","Nearctic","Freshwater (=Inland waters)","Global","21 July 2015",NA,"Biological resource use;Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Lavasoa Stone-Millipede","animalia","diplopoda","arthropoda","Granitobolus endemicus","pachybolidae","endemicus","spirobolida","granitobolus",2017,"Decreasing","Afrotropical","Terrestrial","Global","20 November 2015",NA,"Biological resource use;Natural system modifications","Forest"
"Sira Curassow","animalia","aves","chordata","Pauxi koepckeae","cracidae","koepckeae","galliformes","pauxi",2016,"Decreasing","Neotropical","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Energy production & mining;Transportation & service corridors;Biological resource use","Forest"
"Mauritius Olive White-eye","animalia","aves","chordata","Zosterops chloronothos","zosteropidae","chloronothos","passeriformes","zosterops",2016,"Decreasing","Afrotropical","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest;Artificial/Terrestrial"
NA,"animalia","insecta","arthropoda","Palaemnema edmondi","platystictidae","edmondi","odonata","palaemnema",2016,"Unknown","Neotropical","Freshwater (=Inland waters)","Global","08 October 2014",NA,"Agriculture & aquaculture;Energy production & mining;Biological resource use","Forest;Wetlands (inland)"
"Colombian Stubfoot Toad","animalia","amphibia","chordata","Atelopus minutulus","bufonidae","minutulus","anura","atelopus",2017,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","02 August 2016",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
"Niceforo's Stubfoot Toad","animalia","amphibia","chordata","Atelopus nicefori","bufonidae","nicefori","anura","atelopus",2017,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","02 August 2016",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases;Pollution","Forest;Wetlands (inland)"
"Brazilian Woodland Racer","animalia","reptilia","chordata","Drymoluber apurimacensis","colubridae","apurimacensis","squamata","drymoluber",2016,"Decreasing","Neotropical","Terrestrial","Global","25 February 2014",NA,"Agriculture & aquaculture;Biological resource use","Shrubland"
"Gilbert's Potoroo","animalia","mammalia","chordata","Potorous gilbertii","potoroidae","gilbertii","diprotodontia","potorous",2016,"Decreasing","Australasian","Terrestrial","Global","27 June 2016",49,"Natural system modifications;Invasive and other problematic species, genes & diseases","Shrubland"
"Black Dorcopsis","animalia","mammalia","chordata","Dorcopsis atrata","macropodidae","atrata","diprotodontia","dorcopsis",2016,"Decreasing","Australasian","Terrestrial","Global","15 June 2015",NA,"Agriculture & aquaculture;Biological resource use","Forest"
NA,"animalia","gastropoda","mollusca","Kirelia carinata","hydrobiidae","carinata","littorinimorpha","kirelia",2014,"Unknown","Palearctic","Freshwater (=Inland waters)","Global;Mediterranean","25 April 2013",NA,"Natural system modifications","Wetlands (inland)"
NA,"animalia","gastropoda","mollusca","Graecoanatolica brevis","hydrobiidae","brevis","littorinimorpha","graecoanatolica",2014,"Unknown","Palearctic","Freshwater (=Inland waters)","Global;Mediterranean","25 April 2013",NA,"Natural system modifications","Wetlands (inland)"
"Wimmer's Shrew","animalia","mammalia","chordata","Crocidura wimmeri","soricidae","wimmeri","eulipotyphla","crocidura",2016,"Unknown","Afrotropical","Terrestrial","Global","14 July 2016",NA,"Agriculture & aquaculture","Forest"
"Emperor Rat","animalia","mammalia","chordata","Uromys imperator","muridae","imperator","rodentia","uromys",2016,"Unknown","Australasian","Terrestrial","Global","01 February 2016",3,"","Forest"
NA,"animalia","reptilia","chordata","Emmochliophis miops","dipsadidae","miops","squamata","emmochliophis",2017,"Unknown","Neotropical","Terrestrial","Global","21 January 2014",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"shitari","animalia","actinopterygii","chordata","Aposturisoma myriodon","loricariidae","myriodon","siluriformes","aposturisoma",2016,"Unknown","Neotropical","Freshwater (=Inland waters)","Global","23 April 2014",NA,"Biological resource use;Pollution","Wetlands (inland)"
"Arnhem Land Gorges Skink","animalia","reptilia","chordata","Bellatorias obiri","scincidae","obiri","squamata","bellatorias",2018,"Decreasing","Australasian","Terrestrial","Global","14 June 2017",12,"Natural system modifications;Invasive and other problematic species, genes & diseases","Forest;Rocky areas (eg. inland cliffs, mountain peaks)"
NA,"animalia","amphibia","chordata","Boophis ankarafensis","mantellidae","ankarafensis","anura","boophis",2016,"Decreasing","Afrotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","24 November 2015",NA,"Agriculture & aquaculture","Forest;Wetlands (inland)"
"Madeiran Land Snail","animalia","gastropoda","mollusca","Atlantica guerinianus","discidae","guerinianus","stylommatophora","atlantica",2017,"Decreasing","Palearctic","Terrestrial","Global;Europe","16 November 2016",NA,"Residential & commercial development;Natural system modifications","Forest;Shrubland"
"Edwards' Rocket Frog","animalia","amphibia","chordata","Hyloxalus edwardsi","dendrobatidae","edwardsi","anura","hyloxalus",2017,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","05 August 2016",NA,"Agriculture & aquaculture;Pollution","Forest;Wetlands (inland)"
"Rio Chingual Valley Treefrog","animalia","amphibia","chordata","Hyloscirtus pantostictus","hylidae","pantostictus","anura","hyloscirtus",2018,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","16 July 2016",NA,"Residential & commercial development;Agriculture & aquaculture;Biological resource use","Forest;Wetlands (inland);Artificial/Terrestrial"
NA,"animalia","gastropoda","mollusca","Lindbergia beroni","pristilomatidae","beroni","stylommatophora","lindbergia",2017,"Unknown","Palearctic","Terrestrial","Global;Europe","20 February 2016",250,"Human intrusions & disturbance;Natural system modifications","Caves and Subterranean Habitats (non-aquatic)"
NA,"animalia","amphibia","chordata","Pristimantis lichenoides","craugastoridae","lichenoides","anura","pristimantis",2017,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","28 February 2017",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
"Baccetti's Apennine Grasshopper","animalia","insecta","arthropoda","Italopodisma baccettii","acrididae","baccettii","orthoptera","italopodisma",2016,"Decreasing","Palearctic","Terrestrial","Global;Europe;Mediterranean","17 May 2015",NA,"Residential & commercial development;Climate change & severe weather","Grassland;Rocky areas (eg. inland cliffs, mountain peaks)"
"Hotwater Physa","animalia","gastropoda","mollusca","Physella wrighti","physidae","wrighti","hygrophila","physella",2017,"Stable","Nearctic","Freshwater (=Inland waters)","Global","10 April 2015",NA,"Energy production & mining;Human intrusions & disturbance;Natural system modifications;Pollution","Wetlands (inland)"
"Chimanimani Bluet","animalia","insecta","arthropoda","Africallagma cuneistigma","coenagrionidae","cuneistigma","odonata","africallagma",2018,"Unknown","Afrotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global;S. Africa FW;Pan-Africa","13 September 2016",NA,"Energy production & mining;Biological resource use;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
NA,"animalia","insecta","arthropoda","Cryptolestes azoricus","laemophloeidae","azoricus","coleoptera","cryptolestes",2017,"Decreasing","Palearctic","Terrestrial","Global","14 January 2017",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
"Cave lacehopper","animalia","insecta","arthropoda","Cixius cavazoricus","cixiidae","cavazoricus","hemiptera","cixius",2018,"Decreasing","Palearctic","Terrestrial","Global","06 February 2017",NA,"Agriculture & aquaculture;Transportation & service corridors;Human intrusions & disturbance;Pollution;Geological events;Climate change & severe weather","Caves and Subterranean Habitats (non-aquatic)"
"Rove beetle","animalia","insecta","arthropoda","Geostiba melanocephala","staphylinidae","melanocephala","coleoptera","geostiba",2018,"Unknown","Palearctic","Terrestrial","Global","26 January 2017",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases;Geological events;Climate change & severe weather","Forest"
"Rove Beetle","animalia","insecta","arthropoda","Phytosus schatzmayri","staphylinidae","schatzmayri","coleoptera","phytosus",2017,"Decreasing","Palearctic","Terrestrial","Global","21 February 2017",NA,"Residential & commercial development;Climate change & severe weather","Forest"
"Moth","animalia","insecta","arthropoda","Homoeosoma picoensis","pyralidae","picoensis","lepidoptera","homoeosoma",2017,"Unknown","Palearctic","Terrestrial","Global","21 March 2017",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases;Geological events;Climate change & severe weather","Forest;Shrubland;Grassland"
"Incomati Suckermouth","animalia","actinopterygii","chordata","Chiloglanis bifurcus","mochokidae","bifurcus","siluriformes","chiloglanis",2017,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global;S. Africa FW;Pan-Africa","30 November 2016",NA,"Agriculture & aquaculture;Transportation & service corridors;Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Treur River Barb","animalia","actinopterygii","chordata","Enteromius treurensis","cyprinidae","treurensis","cypriniformes","enteromius",2017,"Stable","Afrotropical","Freshwater (=Inland waters)","Global;S. Africa FW;Pan-Africa","06 December 2016",NA,"Agriculture & aquaculture;Transportation & service corridors;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Cranwell's Tree Iguana","animalia","reptilia","chordata","Liolaemus cranwelli","liolaemidae","cranwelli","squamata","liolaemus",2017,"Decreasing","Neotropical","Terrestrial","Global","05 August 2016",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","amphibia","chordata","Atelopus palmatus","bufonidae","palmatus","anura","atelopus",2018,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","17 July 2016",NA,"Agriculture & aquaculture;Biological resource use;Natural system modifications;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
NA,"animalia","amphibia","chordata","Atelopus onorei","bufonidae","onorei","anura","atelopus",2018,"Decreasing","Neotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","19 July 2016",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases","Forest;Wetlands (inland)"
NA,"animalia","bivalvia","mollusca","Coelatura rothschildi","unionidae","rothschildi","unionoida","coelatura",2016,"Decreasing","Afrotropical","Freshwater (=Inland waters)","Global","30 July 2016",NA,"Natural system modifications","Wetlands (inland)"
"Rove beetle","animalia","insecta","arthropoda","Aleochara freyi","staphylinidae","freyi","coleoptera","aleochara",2017,"Decreasing","Palearctic","Terrestrial","Global","17 January 2017",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases;Geological events;Climate change & severe weather","Forest;Shrubland"
NA,"animalia","amphibia","chordata","Bolitoglossa synoria","plethodontidae","synoria","caudata","bolitoglossa",2010,"Unknown","Neotropical","Terrestrial","Global","06 January 2009",NA,"Agriculture & aquaculture;Biological resource use;Human intrusions & disturbance;Natural system modifications;Geological events;Climate change & severe weather","Forest;Artificial/Terrestrial"
NA,"animalia","malacostraca","arthropoda","Johora singaporensis","potamidae","singaporensis","decapoda","johora",2008,"Unknown","Indomalayan","Freshwater (=Inland waters)","Global","01 January 2008",NA,"Residential & commercial development;Biological resource use;Natural system modifications;Pollution","Wetlands (inland)"
NA,"animalia","amphibia","chordata","Cophyla karenae","microhylidae","karenae","anura","cophyla",2016,"Decreasing","Afrotropical","Terrestrial","Global","25 November 2015",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest"
NA,"animalia","amphibia","chordata","Rhombophryne analamaina","microhylidae","analamaina","anura","rhombophryne",2016,"Decreasing","Afrotropical","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","14 October 2015",NA,"Agriculture & aquaculture;Transportation & service corridors;Biological resource use;Natural system modifications","Forest;Wetlands (inland);Artificial/Terrestrial"
"Brazilian Guitarfish","animalia","chondrichthyes","chordata","Pseudobatos horkelii","rhinobatidae","horkelii","rhinopristiformes","pseudobatos",2016,"Decreasing","Neotropical","Marine","Global","03 March 2007",NA,"Biological resource use","Marine Neritic"
NA,"animalia","actinopterygii","chordata","Pseudobarbus senticeps","cyprinidae","senticeps","cypriniformes","pseudobarbus",2017,"Increasing","Afrotropical","Freshwater (=Inland waters)","Global","12 December 2016",NA,"Natural system modifications;Invasive and other problematic species, genes & diseases;Pollution","Wetlands (inland)"
"Asian Narrow-headed Softshell Turtle","animalia","reptilia","chordata","Chitra chitra","trionychidae","chitra","testudines","chitra",2000,NA,"Indomalayan","Freshwater (=Inland waters)","Global","30 June 2000",NA,"Biological resource use",""
"Taita Apalis","animalia","aves","chordata","Apalis fuscigularis","cisticolidae","fuscigularis","passeriformes","apalis",2017,"Decreasing","Afrotropical","Terrestrial","Global","01 October 2016",NA,"Agriculture & aquaculture;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest"
NA,"animalia","reptilia","chordata","Gonatodes daudini","sphaerodactylidae","daudini","squamata","gonatodes",2011,"Stable","Neotropical","Terrestrial","Global","26 January 2011",NA,"Residential & commercial development;Agriculture & aquaculture;Transportation & service corridors;Biological resource use;Human intrusions & disturbance;Invasive and other problematic species, genes & diseases","Forest;Rocky areas (eg. inland cliffs, mountain peaks)"
"Rimatara Reed-warbler","animalia","aves","chordata","Acrocephalus rimitarae","acrocephalidae","rimitarae","passeriformes","acrocephalus",2017,"Decreasing","Oceanian","Terrestrial;Freshwater (=Inland waters);Terrestrial and Freshwater (=Inland waters)","Global","01 October 2017",NA,"Residential & commercial development;Invasive and other problematic species, genes & diseases;Climate change & severe weather","Forest;Wetlands (inland)"
"Haitian Border Threadsnake","animalia","reptilia","chordata","Mitophis leptepileptus","leptotyphlopidae","leptepileptus","squamata","mitophis",2016,"Decreasing","Neotropical","Terrestrial","Global","22 July 2015",NA,"Agriculture & aquaculture;Biological resource use","Forest;Artificial/Terrestrial"
"Pestel Amphisbaena","animalia","reptilia","chordata","Amphisbaena leali","amphisbaenidae","leali","squamata","amphisbaena",2016,"Unknown","Neotropical","Terrestrial","Global","20 July 2015",NA,"Agriculture & aquaculture;Biological resource use;Invasive and other problematic species, genes & diseases","Forest"
"Lapierre Curlytail Lizard","animalia","reptilia","chordata","Leiocephalus rhutidira","tropiduridae","rhutidira","squamata","leiocephalus",2016,"Unknown","Neotropical","Terrestrial","Global","23 July 2015",NA,"Agriculture & aquaculture;Biological resource use","Forest"
"Samana Threadsnake","animalia","reptilia","chordata","Mitophis calypso","leptotyphlopidae","calypso","squamata","mitophis",2016,"Unknown","Neotropical","Terrestrial","Global","22 July 2015",NA,"Residential & commercial development;Agriculture & aquaculture","Forest;Artificial/Terrestrial"
